Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID,,,,,
"Karami M., Rabiei M., Riahinezhad M.",35115004500;57209032784;42962336900;,Evaluation of the pelvic apophysis with multi-detector computed tomography for legal age estimation in living individuals,2015,Journal of Research in Medical Sciences,20,3,,209,213,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931298975&partnerID=40&md5=0e6180f8002695d693d3d26f5c027df2,Age estimation; Iliac crest apophysis; Multi-detector computed tomography; Pubic apophysis,adolescent; adult; age determination; Article; cross-sectional study; human; iliac crest apophysis; long bone; mathematical phenomena; multidetector computed tomography; ossification; pelvic apophysis; pelvic girdle; young adult,Article,Final,,Scopus,2-s2.0-84931298975,,,,,
"Karkhanis S., Mack P., Franklin D.",55672579400;26032773000;24576392900;,Dental age estimation standards for a Western Australian population,2015,Forensic Science International,257,,,5.09E+03,5.09E+11,,6,10.1016/j.forsciint.2015.06.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953362050&doi=10.1016%2fj.forsciint.2015.06.021&partnerID=40&md5=2eb469a140a1ef5a8bb2fe54fafe3752,Age estimation; Dental development; Forensic Anthropology Population Data; Forensic odontology; Subadult; Western Australia,"accuracy; adolescent; adult; age determination; age distribution; Article; Australia; child; deciduous tooth; dental age estimation standard; dentistry; female; human; male; panoramic radiography; population research; priority journal; sex difference; standardization; tooth development; tooth disease; tooth eruption; tooth radiography; dental age estimation; dentistry; growth, development and aging; preschool child; procedures; radiography; regression analysis; tooth; Western Australia; young adult; Adolescent; Adult; Age Determination by Teeth; Child; Child, Preschool; Female; Forensic Dentistry; Humans; Male; Radiography, Panoramic; Regression Analysis; Root Resorption; Tooth; Tooth Eruption; Western Australia; Young Adult",Article,Final,,Scopus,2-s2.0-84953362050,,,,,
"Kumar A., Garg S., Kohli A., Verma S.K.",57208884167;57203121622;18536056200;55732478000;,"Radiological age estimation from epiphyseal union of base of first metacarpal, radius and ulna",2015,Journal of Forensic Medicine and Toxicology,32,2,,1,7,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050515608&partnerID=40&md5=064709d3e9d050bb3f01cd3c0562cc85,1st metacarpal; Age estimation; Radiological study; Radius; Ulna,adult; age determination; Article; calcification; carpometacarpal joint; clinical examination; diaphysis; epiphysis; female; human; major clinical study; male; radiological parameters; radius; ulna; X ray,Article,Final,,Scopus,2-s2.0-85050515608,,,,,
Liversidge H.M.,6602158831;,Controversies in age estimation from developing teeth,2015,Annals of Human Biology,42,4,,395,404,,15,10.3109/03014460.2015.1044468,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942590755&doi=10.3109%2f03014460.2015.1044468&partnerID=40&md5=3a392fc37cd0203383e8edde6a57c819,Accuracy; crown and root stage; dental age estimation; dental radiograph; permanent tooth; tooth stage,"accuracy assessment; age determination; chronology; dental health; radiography; tooth; adolescent; child; dental age estimation; female; growth, development and aging; human; male; molar tooth; panoramic radiography; preschool child; procedures; radiography; Adolescent; Age Determination by Teeth; Child; Child, Preschool; Female; Humans; Male; Molar; Radiography, Panoramic",Article,Final,,Scopus,2-s2.0-84942590755,,,,,
"Marques M.R., Pereira M.D.L., Caldas I.M.",57201760994;55421346600;15130763600;,Forensic age estimation using the eruption of the second permanent mandibular molar: Determining age over 14 years-old,2015,Australian Journal of Forensic Sciences,47,3,,306,312,,3,10.1080/00450618.2014.965203,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933183070&doi=10.1080%2f00450618.2014.965203&partnerID=40&md5=9a713eeb95b8b461845bd1c66ac2119c,dental age estimation; Forensic age estimation; living individuals; second molar eruption; tooth eruption,adolescent; age determination; age distribution; Article; chi square test; child; female; forensic science; human; human tissue; major clinical study; male; molar tooth; sex difference; tooth eruption; X ray,Article,Final,,Scopus,2-s2.0-84933183070,,,,,
"Mohammed R.B., Rao D.S., Goud A.S., Sailaja S., Thetay A.A.R., Gopalakrishnan M.",55747047400;56720749600;56721098500;56721089600;55986394700;56720957200;,Is Greulich and Pyle standards of skeletal maturation applicable for age estimation in South Indian Andhra children?,2015,Journal of Pharmacy and Bioallied Sciences,7,3,,218,225,,6,10.4103/0975-7406.160031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937027266&doi=10.4103%2f0975-7406.160031&partnerID=40&md5=cf18d960ee20653f65d0a9bedb2ab074,Age estimation; digital radiography; forensic radiology; Greulich and Pyle atlas; skeletal age,adolescent; adult; age distribution; Article; bone age; bone maturation; calculation; child; controlled study; correlation coefficient; cross-sectional study; digital radiography; female; Greulich and Pyle atlas; human; India; intermethod comparison; male; mathematical analysis; normal human; priority journal; randomized controlled trial; reliability; sex difference; Student t test; Wilcoxon signed ranks test,Article,Final,Open Access,Scopus,2-s2.0-84937027266,,,,,
"Mohammed R.B., Sanghvi P., Perumalla K.K., Srinivasaraju D., Srinivas J., Siva Kalyan U., Iftekhar Rasool S.M.",55747047400;55986329900;55207548700;56554226100;56553917500;56554161900;56303180800;,Accuracy of four dental age estimation methods in Southern Indian children,2015,Journal of Clinical and Diagnostic Research,9,1,,HC01,HC08,,30,10.7860/JCDR/2015/10141.5495,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924858189&doi=10.7860%2fJCDR%2f2015%2f10141.5495&partnerID=40&md5=41a820f4ea99a285ee24baafd9eeb5e9,Chronological age; Dental age; Forensic odontology; South Indians,accuracy; adolescent; age; age determination; Article; child; cross-sectional study; Demirjian method; dental age estimation; dentistry; female; forensic science; gender; Haavikko method; human; Indian; male; Nolla method; panoramic radiography; preschool child; school child; tooth; tooth development; willems method,Article,Final,Open Access,Scopus,2-s2.0-84924858189,,,,,
"Mohammed R.B., Srinivas B., Sanghvi P., Satyanarayana G., Gopalakrishnan M., Vamsi Panvani B.",55747047400;55839100100;55986329900;57191963915;56720957200;57191954103;,Accuracy of Demirjian's 8 teeth method for age prediction in South Indian children: A comparative study,2015,Contemporary Clinical Dentistry,6,1,,5,11,,11,10.4103/0976-237X.149283,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995378091&doi=10.4103%2f0976-237X.149283&partnerID=40&md5=27334796865bf5cd81ff8e50a481eea2,Age estimation; Demirjian method; dental development; forensic odontology; regression analysis; South Indians,,Article,Final,Open Access,Scopus,2-s2.0-84995378091,,,,,
"Mohd Yusof M.Y.P., Cauwels R., Deschepper E., Martens L.",56681976800;8924345800;27967734400;7103396069;,Application of third molar development and eruption models in estimating dental age in Malay sub-adults,2015,Journal of Forensic and Legal Medicine,34,,,40,44,,8,10.1016/j.jflm.2015.05.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930945384&doi=10.1016%2fj.jflm.2015.05.004&partnerID=40&md5=01dd8f8e4beb8642bb14afea7b86526c,Dental age estimation; Forensic odontology; Multicollinearity; Principal component analysis; Third molars,"accuracy; adolescent; adult; age determination; Article; dentistry; digital imaging; female; human; major clinical study; Malay (people); male; molar tooth; panoramic radiography; prediction; radiation dose; tooth development; tooth eruption; Asian continental ancestry group; dental age estimation; growth, development and aging; Malaysia; molar tooth; principal component analysis; procedures; radiography; retrospective study; statistical model; young adult; Adolescent; Age Determination by Teeth; Asian Continental Ancestry Group; Female; Forensic Dentistry; Humans; Linear Models; Malaysia; Male; Molar, Third; Principal Component Analysis; Radiography, Panoramic; Retrospective Studies; Young Adult",Article,Final,,Scopus,2-s2.0-84930945384,,,,,
"Mohd Yusof M.Y.P., Cauwels R., Martens L.",56681976800;8924345800;7103396069;,Stages in third molar development and eruption to estimate the 18-year threshold Malay juvenile,2015,Archives of Oral Biology,60,10,3435,1571,1576,,5,10.1016/j.archoralbio.2015.07.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939148672&doi=10.1016%2fj.archoralbio.2015.07.017&partnerID=40&md5=c144d5e3f9e21d9880f850491f698160,Dental age estimation; Forensic odontology; Third molar development; Third molar eruption,"adolescent; adult; dental age estimation; dentistry; female; growth, development and aging; human; Malaysia; male; molar tooth; panoramic radiography; procedures; radiography; retrospective study; tooth eruption; young adult; Adolescent; Adult; Age Determination by Teeth; Female; Forensic Dentistry; Humans; Malaysia; Male; Molar, Third; Radiography, Panoramic; Retrospective Studies; Tooth Eruption; Young Adult",Article,Final,,Scopus,2-s2.0-84939148672,,,,,
"Nur B.G., Altunsoy M., Akkemik O., Ok E., Evcil M.S.",35574245600;55878101500;56491102200;55837315300;6507230526;,Third-molar mineralization and eruption correlated to chronologic age in Turkish children and adolescents,2015,Australian Journal of Forensic Sciences,47,3,,313,321,,2,10.1080/00450618.2014.982180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933178077&doi=10.1080%2f00450618.2014.982180&partnerID=40&md5=f96c7fdc3162f916cec64f04eddf2598,Age estimation; chronological age; Demirjian method; third molar; Western Turkish Region,adolescent; adult; age determination; age distribution; Article; child; female; geographic origin; human; juvenile; male; molar tooth; population; tooth development; tooth root; Turk (people),Article,Final,,Scopus,2-s2.0-84933178077,,,,,
"Ortega-Pertuz A.I., Haiter-Neto F., Costa A.L.F.",56144657700;6603079011;24536770200;,Atlasbased methods or TW3?- Estimation of bone age in Brazilians [Métodos baseados em Atlas ou TW3? Estimativa da idade óssea em brasileiros],2015,Medicina (Brazil),48,2,,129,137,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930432206&partnerID=40&md5=d581672ec3c4630725aaed600630852d,Age determination by skeleton; Greulich-Pyle atlas; Growth and development; Tanner-Whitehouse method; Venezuelan atlas of bone maturation,adolescent; age determination; Article; assessment of humans; bone age; bone radiography; Brazilian; carpal bone; child; correlation analysis; female; Greulich Pyle; human; intermethod comparison; male; Tanner Whitehouse; Venezuelan Atlas of Bone Maturation,Article,Final,,Scopus,2-s2.0-84930432206,,,,,
"Ottow C., Krämer J.A., Olze A., Schmidt S., Schulz R., Wittschieber D., Heindel W., Pfeiffer H., Ribbecke S., Vieth V., Schmeling A.",55346522800;57198461439;6603617532;35496475900;8227131100;35764912100;7103087624;55589517900;55329536600;6602910829;7003946207;,Magnetic resonance tomography studies on age estimation of unaccompanied minor refugees [Magnetresonanztomographiestudie zur Altersschätzung von unbegleiteten minderjährigen Flüchtlingen],2015,Rechtsmedizin,25,1,,12,20,,15,10.1007/s00194-014-0991-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945749153&doi=10.1007%2fs00194-014-0991-0&partnerID=40&md5=fa2ec6f57b4265372c042d12401ef419,Clavicle; Femur; Radius; Third molar; Tibia,adolescent; adult; age determination; Article; bone mineralization; child; clavicle; computer assisted tomography; femur; human; magnetic resonance tomography; major clinical study; minor (person); molar tooth; nuclear magnetic resonance imaging; nuclear magnetic resonance scanner; ossification; prospective study; radius; refugee; tibia,Article,Final,,Scopus,2-s2.0-84945749153,,,,,
"Pattamapaspong N., Madla C., Mekjaidee K., Namwongprom S.",28267932000;56465061000;56465089800;16646423700;,Age estimation of a Thai population based on maturation of the medial clavicular epiphysis using computed tomography,2015,Forensic Science International,246,,,1.23E+03,1.23E+07,,23,10.1016/j.forsciint.2014.10.044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920089718&doi=10.1016%2fj.forsciint.2014.10.044&partnerID=40&md5=9011a3977f17b35eeef93bb1babb680b,Age determination; Clavicle; Computed tomography; Epiphyses; Forensic anthropology population data; Law enforcement,"adolescent; age determination; Asian continental ancestry group; bone development; child; clavicle; epiphysis; female; growth, development and aging; human; male; multidetector computed tomography; procedures; radiography; retrospective study; Thailand; young adult; Adolescent; Age Determination by Skeleton; Asian Continental Ancestry Group; Child; Clavicle; Epiphyses; Female; Humans; Male; Multidetector Computed Tomography; Osteogenesis; Retrospective Studies; Thailand; Young Adult",Article,Final,,Scopus,2-s2.0-84920089718,,,,,
"Pérez-Mongiovi D., Teixeira A., Caldas I.M.",8768622600;7202385461;15130763600;,The radiographic visibility of the root pulp of the third lower molar as an age marker,2015,"Forensic Science, Medicine, and Pathology",11,3,,339,344,,5,10.1007/s12024-015-9688-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938979801&doi=10.1007%2fs12024-015-9688-2&partnerID=40&md5=4b09f8a3eeca03d1a12113869f81e288,Age estimation; Forensic odontology; Forensic sciences; Pulp visibility; Third molar,"adolescent; adult; dental age estimation; female; human; male; mandible; molar tooth; panoramic radiography; procedures; radiography; statistical model; tooth pulp; tooth root; young adult; Adolescent; Adult; Age Determination by Teeth; Dental Pulp; Female; Humans; Logistic Models; Male; Mandible; Molar, Third; Radiography, Panoramic; Tooth Root; Young Adult",Article,Final,,Scopus,2-s2.0-84938979801,,,,,
"Rhee C.-H., Shin S.M., Choi Y.-S., Yamaguchi T., Maki K., Kim Y.-I., Kim S.-S., Park S.-B., Son W.-S.",56556071300;56525775400;56525651500;7406907332;14025613900;57196171963;27167566200;35750236100;7005671977;,"Application of statistical shape analysis for the estimation of bone and forensic age using the shapes of the 2nd, 3rd, and 4th cervical vertebrae in a young Japanese population",2015,Forensic Science International,257,,,5.13E+03,5.13E+11,,3,10.1016/j.forsciint.2015.08.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954197116&doi=10.1016%2fj.forsciint.2015.08.018&partnerID=40&md5=34052c89a9daf0a46a6904464f7ce5cb,Bone age; Estimation; Forensic anthropology population data; Japanese population; Shape analysis,"adolescent; adult; Article; bone age; bone maturation; bone structure; child; cone beam computed tomography; controlled study; female; fourth cervical vertebra; human; Japanese (people); male; physical anthropology; principal component analysis; priority journal; retrospective study; second cervical vertebra; sex difference; shape analysis; statistical analysis; third cervical vertebra; anatomy and histology; Asian continental ancestry group; bone age determination; cervical vertebra; forensic anthropology; Japan; multivariate analysis; preschool child; procedures; radiography; statistical model; young adult; Adolescent; Adult; Age Determination by Skeleton; Asian Continental Ancestry Group; Cervical Vertebrae; Child; Child, Preschool; Cone-Beam Computed Tomography; Female; Forensic Anthropology; Humans; Japan; Male; Models, Statistical; Multivariate Analysis; Principal Component Analysis; Retrospective Studies; Young Adult",Article,Final,,Scopus,2-s2.0-84954197116,,,,,
"Sarkar N.R., Mukhopadhyay P.P.",56678333500;7103085512;,Determination of age from the length of clavicle using digital X-Ray in adolescent subjects: A preliminary study in Indian Bengali,2015,Indian Journal of Forensic Medicine and Toxicology,9,1,,165,168,,1,10.5958/0973-9130.2015.00039.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930831551&doi=10.5958%2f0973-9130.2015.00039.0&partnerID=40&md5=17fafd64629dc3e3053281dc0b7fde74,Adolescent; Age; Bengali; Clavicle; Digital X Ray; Length,acromioclavicular joint; adolescent; adult; age determination; Article; bone length; child; clavicle; cross-sectional study; descriptive research; female; human; India; male; mathematical model; sternoclavicular joint; thorax radiography; X ray,Article,Final,,Scopus,2-s2.0-84930831551,,,,,
"Schaefer M., Aben G., Vogelsberg C.",8619578200;6603142290;56518217800;,A demonstration of appearance and union times of three shoulder ossification centers in adolescent and post-adolescent children,2015,Journal of Forensic Radiology and Imaging,3,1,,49,56,,3,10.1016/j.jofri.2014.12.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925654115&doi=10.1016%2fj.jofri.2014.12.006&partnerID=40&md5=7c72ededf394b77c64d001b0485235b6,Age estimation; Development; Epiphyseal union; Juvenile osteology; Radiographs; Shoulder,acromion process; adolescent; adult; age; age determination; Article; bone development; child; coracoid angle; epiphysis; female; human; humerus; image analysis; juvenile; major clinical study; male; ossification; priority journal; shoulder; shoulder radiography; young adult,Article,Final,,Scopus,2-s2.0-84925654115,,,,,
"Schmidt S., Vieth V., Timme M., Dvorak J., Schmeling A.",35496475900;6602910829;56072719400;7202106693;7003946207;,Examination of ossification of the distal radial epiphysis using magnetic resonance imaging. New insights for age estimation in young footballers in FIFA tournaments,2015,Science and Justice,55,2,,139,144,,21,10.1016/j.scijus.2014.12.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924050766&doi=10.1016%2fj.scijus.2014.12.003&partnerID=40&md5=ea76cc2910590d53caf85d83edc8941e,Forensic age diagnosis; Hand; MRI; Radius; Skeletal age,adult; age determination; Article; competition; controlled study; distal radial epiphysis; epiphysis disease; epiphysis plate; football; human; major clinical study; male; nuclear magnetic resonance imaging; nuclear magnetic resonance scanner; ossification; pilot study; population; prevalence; radius; adolescent; age determination; anatomy and histology; bone development; epiphysis; physical anthropology; procedures; prospective study; radius; soccer; young adult; Adolescent; Adult; Age Determination by Skeleton; Epiphyses; Forensic Anthropology; Humans; Magnetic Resonance Imaging; Male; Osteogenesis; Prospective Studies; Radius; Soccer; Young Adult,Article,Final,,Scopus,2-s2.0-84924050766,,,,,
"Serinelli S., Panebianco V., Martino M., Battisti S., Rodacki K., Marinelli E., Zaccagna F., Semelka R.C., Tomei E.",47461518400;7003270861;55573117100;53879512900;56328496000;6701357771;24402331400;7101927065;7003420122;,Accuracy of MRI skeletal age estimation for subjects 12–19. Potential use for subjects of unknown age,2015,International Journal of Legal Medicine,129,3,,609,617,,20,10.1007/s00414-015-1161-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939964034&doi=10.1007%2fs00414-015-1161-y&partnerID=40&md5=91c7a65724f0fa7f5a1ea52dbbc84436,Age estimation; Children; Forensic; Hand–wrist; MRI,adolescent; age determination; anatomy and histology; bone development; carpal bone; child; female; growth plate; hand bone; human; male; nuclear magnetic resonance imaging; observer variation; physiology; procedures; reference value; reproducibility; young adult; Adolescent; Age Determination by Skeleton; Carpal Bones; Child; Female; Growth Plate; Hand Bones; Humans; Magnetic Resonance Imaging; Male; Observer Variation; Osteogenesis; Reference Values; Reproducibility of Results; Young Adult,Article,Final,,Scopus,2-s2.0-84939964034,,,,,
"Soares C.B.R.B., Figueiroa J.N., Dantas R.M.X., Kurita L.M., Pontual A.D.A., Ramos-Perez F.M.D.M., Perez D.E.D.C., Pontual M.L.D.A.",15824496200;6506703146;56717342800;14828148900;22942296500;35422699300;6508335786;21743443500;,Evaluation of third molar development in the estimation of chronological age,2015,Forensic Science International,254,,,13,17,,11,10.1016/j.forsciint.2015.06.022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936853347&doi=10.1016%2fj.forsciint.2015.06.022&partnerID=40&md5=1f5f715202bede144f0cddc269c41e3a,Age estimation by Teeth; Panoramic radiography; Third molar,"adolescent; adult; age determination; Article; Brazil; child; controlled study; developmental stage; female; human; male; molar tooth; multiple linear regression analysis; panoramic radiography; priority journal; reliability; tooth development; dental age estimation; growth, development and aging; molar tooth; procedures; radiography; reproducibility; statistical model; young adult; Adolescent; Age Determination by Teeth; Brazil; Child; Female; Humans; Linear Models; Male; Molar, Third; Radiography, Panoramic; Reproducibility of Results; Tooth Calcification; Young Adult",Article,Final,,Scopus,2-s2.0-84936853347,,,,,
"Tandon A., Agarwal V., Arora V.",55337191600;57205967637;55499780300;,"Reliability of India-specific regression formula for age estimation of population in and around Bahadurgarh, Haryana (India)",2015,Journal of Oral Biology and Craniofacial Research,5,3,,193,197,,5,10.1016/j.jobcr.2015.06.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969150629&doi=10.1016%2fj.jobcr.2015.06.013&partnerID=40&md5=6b86d9f3c5cc96b5470c5493efef303a,Age estimation; Demirjian's method; Forensic dentistry; India-specific,,Article,Final,,Scopus,2-s2.0-84969150629,,,,,
"Tangmose S., Thevissen P., Lynnerup N., Willems G., Boldsen J.",55765815900;13407275300;7003342155;7102007238;57201988165;,Age estimation in the living: Transition analysis on developing third molars,2015,Forensic Science International,257,,,5.12E+03,5.12E+09,,14,10.1016/j.forsciint.2015.07.049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954197679&doi=10.1016%2fj.forsciint.2015.07.049&partnerID=40&md5=7f15a1b0298ac678ed53d58893cd48f7,Age estimation in the living; Forensic anthropology population data; Third molars; Transition analysis,"adolescent; adult; age determination; Article; bone age; cross-sectional study; developmental stage; female; human; male; measurement accuracy; molar tooth; panoramic radiography; physical anthropology; priority journal; sensitivity and specificity; statistical analysis; tooth development; dental age estimation; growth, development and aging; molar tooth; procedures; radiography; statistical model; young adult; Adolescent; Adult; Age Determination by Teeth; Cross-Sectional Studies; Female; Humans; Likelihood Functions; Male; Models, Statistical; Molar, Third; Radiography, Panoramic; Sensitivity and Specificity; Young Adult",Article,Final,,Scopus,2-s2.0-84954197679,,,,,
"Tirpude B., Patond S., Murkey P., Nagrale N.",12240516100;56104458900;15832374000;56103738800;,A radiological study of age estimation from epiphyseal fusion of distal end of femur in the central India population,2015,Journal of Indian Academy of Forensic Medicine,37,1,,8,11,,1,10.5958/0974-0848.2015.00001.9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928604869&doi=10.5958%2f0974-0848.2015.00001.9&partnerID=40&md5=170b26bf6b77faba685f79be1789ceba,Distal end of femur; Epiphyseal union; Knee joint,,Article,Final,,Scopus,2-s2.0-84928604869,,,,,
"Urschler M., Grassegger S., Štern D.",8554711200;56352346700;35213994000;,What automated age estimation of hand and wrist MRI data tells us about skeletal maturation in male adolescents,2015,Annals of Human Biology,42,4,,356,365,,18,10.3109/03014460.2015.1043945,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942817733&doi=10.3109%2f03014460.2015.1043945&partnerID=40&md5=9ca0d9b7a8dd70ab837035208ce2654f,Automatic software; forensic age estimation; hand and wrist; MRI,"adolescent sexuality; age determination; anatomy; automation; bone; chronology; data set; male; quantitative analysis; skeleton; software; adolescent; Austria; bone age determination; computer program; growth, development and aging; hand; human; machine learning; male; nuclear magnetic resonance imaging; procedures; wrist; young adult; Adolescent; Age Determination by Skeleton; Austria; Hand; Humans; Machine Learning; Magnetic Resonance Imaging; Male; Software; Wrist; Young Adult",Article,Final,,Scopus,2-s2.0-84942817733,,,,,
"Vemareddy S., Kanmani R., Anandi, Krithika C.L., Kannan A., Raghuram P.H.",56678638900;57190839189;56678661300;56883241200;25960096200;57196598191;,Evaluation of third molar as an indicator of age estimation in Chennai population,2015,Indian Journal of Forensic Medicine and Toxicology,9,2,,126,130,,,10.5958/0973-9130.2015.00089.4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930829063&doi=10.5958%2f0973-9130.2015.00089.4&partnerID=40&md5=2d6bae22246e78992ad3542d0ef33ef9,Age estimation; Chennai population; Demerjians method; Third molar,adult; age; age determination; Article; bone mineralization; child; clinical indicator; female; human; male; molar tooth; normal human; panoramic radiography; population; tooth eruption,Article,Final,,Scopus,2-s2.0-84930829063,,,,,
"Vidisdottir S.R., Richter S.",57024098500;7201953572;,Age estimation by dental developmental stages in children and adolescents in Iceland,2015,Forensic Science International,257,,,5.18E+03,5.18E+09,,1,10.1016/j.forsciint.2015.09.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951929893&doi=10.1016%2fj.forsciint.2015.09.007&partnerID=40&md5=dc4a57364ed291a7913f306769eede2c,Age estimation; Dental development; Forensic anthropology population data; Iceland,"adolescent; adult; Article; bone age; bone maturation; child; controlled study; cross-sectional study; female; human; Iceland; male; mandible; maxilla; panoramic radiography; physical anthropology; priority journal; retrospective study; tooth crown; tooth development; tooth root; dental age estimation; factual database; growth, development and aging; preschool child; procedures; radiography; reproducibility; sexual development; tooth; young adult; Adolescent; Adult; Age Determination by Teeth; Child; Child, Preschool; Cross-Sectional Studies; Databases, Factual; Female; Humans; Iceland; Male; Radiography, Panoramic; Reproducibility of Results; Retrospective Studies; Sex Characteristics; Tooth; Young Adult",Article,Final,,Scopus,2-s2.0-84951929893,,,,,
"Wang M.T.-A., Huang B., Chiu A.H.-Y., Lam W.-M., Takahashi K., Bessho K., Abbott P.V.",56532613400;55459814300;56533284300;56533115700;8303588100;7005169259;18338579200;,Discrepancy between chronological age and evaluated dental age using the Demirjian system in Western Australian children,2015,Australian Journal of Forensic Sciences,47,4,,469,474,,,10.1080/00450618.2014.998280,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942364431&doi=10.1080%2f00450618.2014.998280&partnerID=40&md5=3ad38917cca31abb560fc67452e28f86,children; Demirjian system; dental age; orthodontics,age; age determination; Article; Australia; Australian; child; comparative study; controlled study; Demirjian system; dental age; dentition; developmental stage; ethnic group; female; human; male; normal human; orthodontics; panoramic radiography; pediatric hospital; tooth; tooth development,Article,Final,,Scopus,2-s2.0-84942364431,,,,,
"Wittschieber D., Ottow C., Vieth V., Küppers M., Schulz R., Hassu J., Bajanowski T., Püschel K., Ramsthaler F., Pfeiffer H., Schmidt S., Schmeling A.",35764912100;55346522800;6602910829;55909022000;8227131100;56573013500;56254306100;35500896800;23111774300;55589517900;35496475900;7003946207;,Projection radiography of the clavicle: still recommendable for forensic age diagnostics in living individuals?,2015,International Journal of Legal Medicine,129,1,,187,193,,39,10.1007/s00414-014-1067-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925692953&doi=10.1007%2fs00414-014-1067-0&partnerID=40&md5=d06132d78954295a020648e00812df7e,Clavicle; Forensic age diagnostics in the living; Oblique projections; Ossification; Radiography,"adolescent; adult; age determination; bone development; clavicle; epiphysis; female; growth, development and aging; human; male; physical anthropology; procedures; prospective study; radiography; sternoclavicular joint; young adult; Adolescent; Adult; Age Determination by Skeleton; Clavicle; Epiphyses; Female; Forensic Anthropology; Humans; Male; Osteogenesis; Prospective Studies; Sternoclavicular Joint; Young Adult",Article,Final,,Scopus,2-s2.0-84925692953,,,,,
"Zandi M., Shokri A., Malekzadeh H., Amini P., Shafiey P.",24470680500;55353023600;56433342400;57191249757;56433458900;,Evaluation of third molar development and its relation to chronological age: a panoramic radiographic study,2015,Oral and Maxillofacial Surgery,19,2,,183,189,,9,10.1007/s10006-014-0475-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939951786&doi=10.1007%2fs10006-014-0475-0&partnerID=40&md5=c010f9bcd6e16bdfb98c7b2f700afd53,Age estimation; Demirjian; Odontology; Third molar; Tooth development,"adolescent; adult; aging; child; dental age estimation; diagnostic imaging; female; growth, development and aging; human; male; molar tooth; panoramic radiography; physiology; preschool child; reference value; reproducibility; tooth radiography; young adult; Adolescent; Adult; Age Determination by Teeth; Aging; Child; Child, Preschool; Female; Humans; Male; Molar, Third; Radiography, Dental, Digital; Radiography, Panoramic; Reference Values; Reproducibility of Results; Young Adult",Article,Final,,Scopus,2-s2.0-84939951786,,,,,
"Zhang K., Chen X.-G., Zhao H., Dong X.-A., Deng Z.-H.",56555550400;55739062000;55630457400;55272750400;36839218900;,Forensic Age Estimation Using Thin-Slice Multidetector CT of the Clavicular Epiphyses Among Adolescent Western Chinese,2015,Journal of Forensic Sciences,60,3,,675,678,,19,10.1111/1556-4029.12739,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928756820&doi=10.1111%2f1556-4029.12739&partnerID=40&md5=738c308da20115375bac64039a79d51e,Age estimation; Clavicle; Computed tomography; Forensic science; Ossification; Skeletal age; Socioeconomic status,adolescent; adult; anatomy and histology; Asian continental ancestry group; bone age determination; bone development; China; clavicle; epiphysis; female; forensic anthropology; human; male; multidetector computed tomography; procedures; radiography; retrospective study; sex determination; young adult; Adolescent; Adult; Age Determination by Skeleton; Asian Continental Ancestry Group; China; Clavicle; Epiphyses; Female; Forensic Anthropology; Humans; Male; Multidetector Computed Tomography; Osteogenesis; Retrospective Studies; Sex Determination by Skeleton; Young Adult,Article,Final,,Scopus,2-s2.0-84928756820,,,,,
